Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
"Egypt, Arab Rep.",EGY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,70.60444641,71.15663147
"Egypt, Arab Rep.",EGY,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,406.72205413,414.29338207
"Egypt, Arab Rep.",EGY,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.66367489,1.05871081
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.09307051,7.16578436
El Salvador,SLV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,288.51745605,300.05328369
El Salvador,SLV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.52900553,4.54885817
El Salvador,SLV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,184.22164337,190.47460396
El Salvador,SLV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,35.94503403,35.87895966
El Salvador,SLV,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,225.01079287,235.61926757
El Salvador,SLV,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.20383964,0.64078337
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.06170225,3.13503671
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,310.58486938,254.89109802
Equatorial Guinea,GNQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.61581403,0.6663335
Equatorial Guinea,GNQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,62.46933828,54.17559345
Equatorial Guinea,GNQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,77.5333252,77.83176422
Equatorial Guinea,GNQ,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,495.08310034,472.77559008
Equatorial Guinea,GNQ,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2.35322618,0.91382742
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.12821102,4.45876694
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,23.97976303,25.2679348
Eritrea,ERI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.6442942,0.78496498
Eritrea,ERI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3.74254667,4.44841462
Eritrea,ERI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.89565277,43.19562912
Eritrea,ERI,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,35.50729204,35.35415533
Eritrea,ERI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,35.49723816,39.19939041
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.68642807,6.7304492
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1552.63244629,1598.81884766
Estonia,EST,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.92211819,5.00857496
Estonia,EST,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1142.94798997,1189.78740331
Estonia,EST,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,26.36279678,25.56273651
Estonia,EST,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,641.72378118,668.92931406
Estonia,EST,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.02364066,0.02061213
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.2573719,6.78069067
Eswatini,SWZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,298.118927,264.05514526
Eswatini,SWZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.51297188,3.44011402
Eswatini,SWZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,144.30614657,133.96567474
Eswatini,SWZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.07640648,23.14836884
Eswatini,SWZ,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,139.83945106,141.31941128
Eswatini,SWZ,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,29.51802826,26.11765289
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.30818701,3.23808599
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,24.29408836,26.74220467
Ethiopia,ETH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.77089483,0.73514652
Ethiopia,ETH,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.66116337,6.07131503
Ethiopia,ETH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,40.59890366,43.19190979
Ethiopia,ETH,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,28.94026827,32.44320861
Ethiopia,ETH,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,36.09846115,34.10496902
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Faroe Islands,FRO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Faroe Islands,FRO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Faroe Islands,FRO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Faroe Islands,FRO,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
Faroe Islands,FRO,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.42045617,3.81607008
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,216.09642029,235.67501831
Fiji,FJI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.31982136,2.49526525
Fiji,FJI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,146.56089383,154.1040088
Fiji,FJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,29.98706436,27.40017128
Fiji,FJI,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,145.46676737,149.41595167
Fiji,FJI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2.18243909,7.21147633
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.03608513,9.15348339
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4515.67724609,4450.30273438
Finland,FIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.09846258,7.33806992
Finland,FIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3547.37301349,3567.67296773
Finland,FIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.43918419,19.82653046
Finland,FIN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,962.65717822,933.87282777
Finland,FIN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.00398112,0.00645682
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.18583012,11.05747223
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4657.75292969,4491.73535156
France,FRA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.49391079,8.32757092
France,FRA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3536.84388269,3382.80270974
France,FRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,24.06545639,24.68828201
France,FRA,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1256.40969462,1356.01125084
France,FRA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
French Polynesia,PYF,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
French Polynesia,PYF,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
French Polynesia,PYF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
French Polynesia,PYF,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
French Polynesia,PYF,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.74500299,2.76836205
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,218.47528076,215.01914978
Gabon,GAB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.60853457,1.66962504
Gabon,GAB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,128.02356787,129.68005056
Gabon,GAB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,40.17887878,39.1208992
Gabon,GAB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,166.62945976,169.07549722
Gabon,GAB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.22247517,0.56816691
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.8878727,3.82171082
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,35.81452942,29.72580338
"Gambia, The",GMB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.0711875,1.04134357
"Gambia, The",GMB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.84882874,8.09971751
"Gambia, The",GMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.95143509,27.48450851
"Gambia, The",GMB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,23.71937205,24.38182887
"Gambia, The",GMB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,56.133358,45.26738739
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.11329746,6.65744257
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,312.74691772,291.12203979
Georgia,GEO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.80701351,2.7172761
Georgia,GEO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,123.41461114,118.8232549
Georgia,GEO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.00317764,58.65617371
Georgia,GEO,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,580.29936205,569.08200902
Georgia,GEO,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.53532571,0.52821141
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.45038891,11.69724941
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5481.98730469,5440.25146484
Germany,DEU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.88178158,9.09177876
Germany,DEU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4252.24100183,4228.47802482
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.4324913,22.27397156
Germany,DEU,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1458.11540385,1500.96946514
Germany,DEU,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,..
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.48865867,3.41858864
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,76.83074188,75.28166199
Ghana,GHA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.37648439,1.3756671
Ghana,GHA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,30.31431857,30.29393762
Ghana,GHA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.5219841,48.48457718
Ghana,GHA,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,91.92799044,93.68360937
Ghana,GHA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,11.02204132,11.2746315
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Gibraltar,GIB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Gibraltar,GIB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Gibraltar,GIB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Gibraltar,GIB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
Gibraltar,GIB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.95876884,7.83788586
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1572.6842041,1500.5949707
Greece,GRC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.1116519,3.77202368
Greece,GRC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,812.47862476,722.16916245
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.20226288,51.7366066
Greece,GRC,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1137.77387644,1251.40927751
Greece,GRC,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.13583536,0.13787116
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Greenland,GRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Greenland,GRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Greenland,GRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Greenland,GRL,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
Greenland,GRL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.57647324,4.96524
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,479.81176758,534.27441406
Grenada,GRD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.86228776,2.05514193
Grenada,GRD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,195.24805783,221.13929997
Grenada,GRD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,59.0436058,58.51715851
Grenada,GRD,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,464.97614707,514.6621485
Grenada,GRD,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.26375881,0.09225875
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guam,GUM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guam,GUM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guam,GUM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guam,GUM,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
Guam,GUM,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.12415409,6.21161032
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,259.62017822,271.02127075
Guatemala,GTM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.20523524,2.38681698
Guatemala,GTM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,93.48613757,104.14016955
Guatemala,GTM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,62.30887604,60.70773697
Guatemala,GTM,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,312.98837662,321.21698687
Guatemala,GTM,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.68230891,0.86716795
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.63913226,3.98389959
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,35.70616531,43.03782272
Guinea,GIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.60100216,0.89733303
Guinea,GIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.89686852,9.69383403
Guinea,GIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,72.6920929,66.67956543
Guinea,GIN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,75.53211514,79.74210829
Guinea,GIN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,10.79292297,10.7964468
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.62560892,8.34976101
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,61.23582077,62.57557678
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.55349988,0.53241199
Guinea-Bissau,GNB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4.44476206,3.99005316
Guinea-Bissau,GNB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,66.99184418,68.29944611
Guinea-Bissau,GNB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,105.23412116,127.3286293
Guinea-Bissau,GNB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,25.74972534,25.3241806
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.90492487,4.93048668
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,301.44827271,325.88516235
Guyana,GUY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.95149136,2.93101764
Guyana,GUY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,181.39357569,193.72834493
Guyana,GUY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.66505051,37.86107635
Guyana,GUY,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,229.86248207,255.02022587
Guyana,GUY,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,3.16092038,2.69210887
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.57474232,4.72808981
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,63.13831329,56.99440002
Haiti,HTI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.55767161,0.52095848
Haiti,HTI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.69670437,6.2798543
Haiti,HTI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.69759369,48.51952744
Haiti,HTI,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,69.68851024,69.60144487
Haiti,HTI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,38.11218262,40.46210098
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.21891975,7.2839179
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,180.88980103,187.55433655
Honduras,HND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.83169007,2.85265684
Honduras,HND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,70.95574395,73.45335214
Honduras,HND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,57.80696869,58.18896484
Honduras,HND,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,242.47146915,253.52019839
Honduras,HND,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2.96707702,2.64726257
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Hong Kong SAR, China",HKG,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..
"Hong Kong SAR, China",HKG,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.54620171,6.35002232
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1074.01757813,1062.39416504
Hungary,HUN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.55338621,4.31688643
Hungary,HUN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,747.06176731,722.23915974
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,30.44231606,32.01777649
Hungary,HUN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,634.17047187,690.27432117
Hungary,HUN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.44292068,8.63868046
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6565.87939453,6274.95947266
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.9625082,7.16049767
Iceland,ISL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5414.59365441,5201.23737498
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,17.53437042,17.11121368
Iceland,ISL,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,930.02610489,964.45852782
Iceland,ISL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.95175385,3.0141468
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.26567459,63.74832153
India,IND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.8878178,0.9882924
India,IND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,18.12649097,20.90209403
India,IND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,69.08188629,66.37770081
India,IND,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,135.10001016,140.05840749
India,IND,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.84047884,0.83383548
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.86757827,2.90493584
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,111.6594696,120.12496185
Indonesia,IDN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.395854,1.42157829
Indonesia,IDN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,54.35259666,58.78513115
Indonesia,IDN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,50.91791916,50.50718689
Indonesia,IDN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,170.08223691,180.96198824
Indonesia,IDN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.40497854,0.55616319
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.4627676,6.71061659
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,484.28659058,470.43460083
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.88674212,3.32201433
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,222.42095799,232.88330296
"Iran, Islamic Rep.",IRN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,54.05139923,50.48118973
"Iran, Islamic Rep.",IRN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,631.24748924,438.2698364
"Iran, Islamic Rep.",IRN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.02105308,0.0149463
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.24407291,4.47671509
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,239.41297913,253.31463623
Iraq,IRQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.0427351,2.2101748
Iraq,IRQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,115.23301112,125.06258045
Iraq,IRQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,51.36502838,50.09696579
Iraq,IRQ,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,230.31676183,242.13811326
Iraq,IRQ,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.50349391,0.53258467
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.86017275,6.67931509
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5484.22119141,5428.58886719
Ireland,IRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.08517361,4.98130083
