Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021]
Costa Rica,CRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Costa Rica,CRI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Cote d'Ivoire,CIV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Cote d'Ivoire,CIV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Cote d'Ivoire,CIV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Cote d'Ivoire,CIV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Cote d'Ivoire,CIV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Croatia,HRV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Croatia,HRV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Croatia,HRV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Croatia,HRV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Croatia,HRV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Cuba,CUB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Cuba,CUB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Cuba,CUB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Cuba,CUB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Cuba,CUB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Curacao,CUW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Curacao,CUW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Curacao,CUW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Curacao,CUW,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Curacao,CUW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Curacao,CUW,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Cyprus,CYP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Cyprus,CYP,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Cyprus,CYP,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Cyprus,CYP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Cyprus,CYP,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Czech Republic,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Czech Republic,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Czech Republic,CZE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Czech Republic,CZE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Czech Republic,CZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Czech Republic,CZE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Denmark,DNK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Denmark,DNK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Denmark,DNK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Denmark,DNK,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Djibouti,DJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Djibouti,DJI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Djibouti,DJI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Djibouti,DJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Djibouti,DJI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Dominica,DMA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Dominica,DMA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Dominica,DMA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Dominica,DMA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Dominica,DMA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Dominican Republic,DOM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Dominican Republic,DOM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Dominican Republic,DOM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Dominican Republic,DOM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Ecuador,ECU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Ecuador,ECU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Ecuador,ECU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Ecuador,ECU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Egypt, Arab Rep.",EGY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Egypt, Arab Rep.",EGY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Egypt, Arab Rep.",EGY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Egypt, Arab Rep.",EGY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Egypt, Arab Rep.",EGY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
El Salvador,SLV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
El Salvador,SLV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
El Salvador,SLV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
El Salvador,SLV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
El Salvador,SLV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Equatorial Guinea,GNQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Equatorial Guinea,GNQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Equatorial Guinea,GNQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Equatorial Guinea,GNQ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Eritrea,ERI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Eritrea,ERI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Eritrea,ERI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Eritrea,ERI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Estonia,EST,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Estonia,EST,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Estonia,EST,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Estonia,EST,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Eswatini,SWZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Eswatini,SWZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Eswatini,SWZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Eswatini,SWZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Eswatini,SWZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Ethiopia,ETH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Ethiopia,ETH,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Ethiopia,ETH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Ethiopia,ETH,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Faroe Islands,FRO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Faroe Islands,FRO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Faroe Islands,FRO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Faroe Islands,FRO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Fiji,FJI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Fiji,FJI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Fiji,FJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Fiji,FJI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Finland,FIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Finland,FIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Finland,FIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Finland,FIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
France,FRA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
France,FRA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
France,FRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
France,FRA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
French Polynesia,PYF,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
French Polynesia,PYF,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
French Polynesia,PYF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
French Polynesia,PYF,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Gabon,GAB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Gabon,GAB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Gabon,GAB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Gabon,GAB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Gambia, The",GMB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Gambia, The",GMB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Gambia, The",GMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Gambia, The",GMB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Georgia,GEO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Georgia,GEO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Georgia,GEO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Georgia,GEO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Germany,DEU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Germany,DEU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Germany,DEU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Ghana,GHA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Ghana,GHA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Ghana,GHA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Ghana,GHA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Gibraltar,GIB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Gibraltar,GIB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Gibraltar,GIB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Gibraltar,GIB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Greece,GRC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Greece,GRC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Greece,GRC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Greenland,GRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Greenland,GRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Greenland,GRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Greenland,GRL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Grenada,GRD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Grenada,GRD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Grenada,GRD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Grenada,GRD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guam,GUM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guam,GUM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guam,GUM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guam,GUM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guatemala,GTM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guatemala,GTM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guatemala,GTM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guatemala,GTM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guinea,GIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guinea,GIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guinea,GIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guinea,GIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guinea-Bissau,GNB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guinea-Bissau,GNB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guinea-Bissau,GNB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guyana,GUY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guyana,GUY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guyana,GUY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guyana,GUY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Haiti,HTI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Haiti,HTI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Haiti,HTI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Haiti,HTI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Honduras,HND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Honduras,HND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Honduras,HND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Honduras,HND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Hungary,HUN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Hungary,HUN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Hungary,HUN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Iceland,ISL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Iceland,ISL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
India,IND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
India,IND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
India,IND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
India,IND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Indonesia,IDN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Indonesia,IDN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Indonesia,IDN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Indonesia,IDN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Iran, Islamic Rep.",IRN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Iran, Islamic Rep.",IRN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Iraq,IRQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Iraq,IRQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Iraq,IRQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Iraq,IRQ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
